Date;Frequency;Geo;Measure;Value;Vehicle
2002;Annual;Slovakia;Percentage;66.8;Passenger cars
2003;Annual;Slovakia;Percentage;68.8;Passenger cars
2014;Annual;Slovakia;Percentage;77.4;Passenger cars
1997;Annual;Slovakia;Percentage;42.4;Motor coaches, buses and trolley buses
1999;Annual;Slovakia;Percentage;35.1;Motor coaches, buses and trolley buses
2004;Annual;Slovakia;Percentage;26.2;Motor coaches, buses and trolley buses
2011;Annual;Slovakia;Percentage;15.7;Motor coaches, buses and trolley buses
1994;Annual;Finland;Percentage;5.0;Trains
1995;Annual;Finland;Percentage;5.2;Trains
2007;Annual;Finland;Percentage;5.0;Trains
2009;Annual;Finland;Percentage;5.1;Trains
2014;Annual;Finland;Percentage;5.0;Trains
2017;Annual;Finland;Percentage;5.4;Trains
1990;Annual;Finland;Percentage;81.2;Passenger cars
1997;Annual;Finland;Percentage;82.0;Passenger cars
2002;Annual;European Union (28 countries);Percentage;6.8;Trains
2010;Annual;European Union (28 countries);Percentage;7.2;Trains
2017;Annual;Germany (until 1990 former territory of the FRG);Percentage;5.7;Motor coaches, buses and trolley buses
2004;Annual;Estonia;Percentage;1.8;Trains
2012;Annual;Estonia;Percentage;1.8;Trains
2001;Annual;Estonia;Percentage;28.0;Motor coaches, buses and trolley buses
2002;Annual;Estonia;Percentage;26.5;Motor coaches, buses and trolley buses
2004;Annual;Estonia;Percentage;25.3;Motor coaches, buses and trolley buses
2005;Annual;Estonia;Percentage;22.4;Motor coaches, buses and trolley buses
1999;Annual;Ireland;Percentage;3.3;Trains
2003;Annual;Ireland;Percentage;3.3;Trains
2008;Annual;Ireland;Percentage;82.3;Passenger cars
2009;Annual;Ireland;Percentage;82.1;Passenger cars
2014;Annual;Ireland;Percentage;82.3;Passenger cars
2016;Annual;Ireland;Percentage;83.4;Passenger cars
2008;Annual;Ireland;Percentage;14.4;Motor coaches, buses and trolley buses
1992;Annual;Greece;Percentage;3.5;Trains
2016;Annual;Greece;Percentage;81.9;Passenger cars
1992;Annual;Greece;Percentage;32.2;Motor coaches, buses and trolley buses
1992;Annual;Spain;Percentage;6.0;Trains
1995;Annual;Spain;Percentage;5.0;Trains
2010;Annual;Spain;Percentage;5.4;Trains
2014;Annual;Spain;Percentage;6.7;Trains
2004;Annual;Spain;Percentage;81.7;Passenger cars
2005;Annual;Spain;Percentage;82.0;Passenger cars
1998;Annual;Spain;Percentage;14.4;Motor coaches, buses and trolley buses
2011;Annual;Spain;Percentage;13.5;Motor coaches, buses and trolley buses
1995;Annual;France;Percentage;7.5;Trains
1996;Annual;France;Percentage;8.0;Trains
1992;Annual;France;Percentage;85.6;Passenger cars
1997;Annual;France;Percentage;86.4;Passenger cars
2015;Annual;France;Percentage;82.8;Passenger cars
2016;Annual;France;Percentage;6.5;Motor coaches, buses and trolley buses
2006;Annual;Croatia;Percentage;4.4;Trains
2015;Annual;Croatia;Percentage;3.1;Trains
1999;Annual;Croatia;Percentage;80.9;Passenger cars
2008;Annual;Croatia;Percentage;82.2;Passenger cars
2013;Annual;Croatia;Percentage;85.5;Passenger cars
2017;Annual;Luxembourg;Percentage;82.9;Passenger cars
2005;Annual;Luxembourg;Percentage;10.9;Motor coaches, buses and trolley buses
2007;Annual;Luxembourg;Percentage;11.1;Motor coaches, buses and trolley buses
2014;Annual;Luxembourg;Percentage;12.2;Motor coaches, buses and trolley buses
1990;Annual;Hungary;Percentage;14.7;Trains
2017;Annual;Hungary;Percentage;8.9;Trains
1991;Annual;Hungary;Percentage;63.2;Passenger cars
2013;Annual;Hungary;Percentage;67.5;Passenger cars
2016;Annual;Hungary;Percentage;69.0;Passenger cars
2002;Annual;Hungary;Percentage;25.0;Motor coaches, buses and trolley buses
2012;Annual;Malta;Percentage;82.5;Passenger cars
1997;Annual;Malta;Percentage;20.2;Motor coaches, buses and trolley buses
2003;Annual;Malta;Percentage;20.5;Motor coaches, buses and trolley buses
2004;Annual;Netherlands;Percentage;8.4;Trains
2009;Annual;Netherlands;Percentage;9.2;Trains
2011;Annual;Netherlands;Percentage;10.5;Trains
2015;Annual;Netherlands;Percentage;10.8;Trains
2003;Annual;Netherlands;Percentage;87.4;Passenger cars
2007;Annual;Netherlands;Percentage;87.1;Passenger cars
2011;Annual;Netherlands;Percentage;86.5;Passenger cars
2014;Annual;Netherlands;Percentage;85.5;Passenger cars
2016;Annual;Netherlands;Percentage;86.0;Passenger cars
2000;Annual;Netherlands;Percentage;4.6;Motor coaches, buses and trolley buses
2014;Annual;Netherlands;Percentage;2.7;Motor coaches, buses and trolley buses
1992;Annual;Austria;Percentage;12.5;Trains
2005;Annual;Finland;Percentage;84.9;Passenger cars
2009;Annual;Finland;Percentage;84.9;Passenger cars
2014;Annual;Finland;Percentage;85.2;Passenger cars
1990;Annual;Finland;Percentage;13.5;Motor coaches, buses and trolley buses
1992;Annual;Finland;Percentage;13.0;Motor coaches, buses and trolley buses
1999;Annual;Finland;Percentage;11.5;Motor coaches, buses and trolley buses
2000;Annual;Finland;Percentage;11.5;Motor coaches, buses and trolley buses
2001;Annual;Finland;Percentage;11.3;Motor coaches, buses and trolley buses
2005;Annual;Finland;Percentage;10.3;Motor coaches, buses and trolley buses
2006;Annual;Finland;Percentage;10.3;Motor coaches, buses and trolley buses
2011;Annual;Finland;Percentage;9.8;Motor coaches, buses and trolley buses
2007;Annual;Sweden;Percentage;8.0;Trains
2006;Annual;Sweden;Percentage;85.4;Passenger cars
2012;Annual;Sweden;Percentage;83.6;Passenger cars
2015;Annual;Sweden;Percentage;7.3;Motor coaches, buses and trolley buses
2011;Annual;United Kingdom;Percentage;7.8;Trains
2012;Annual;United Kingdom;Percentage;8.1;Trains
2003;Annual;United Kingdom;Percentage;88.5;Passenger cars
2006;Annual;United Kingdom;Percentage;88.3;Passenger cars
2014;Annual;United Kingdom;Percentage;86.1;Passenger cars
1995;Annual;United Kingdom;Percentage;6.5;Motor coaches, buses and trolley buses
2005;Annual;United Kingdom;Percentage;5.8;Motor coaches, buses and trolley buses
2007;Annual;United Kingdom;Percentage;5.5;Motor coaches, buses and trolley buses
2017;Annual;United Kingdom;Percentage;5.1;Motor coaches, buses and trolley buses
2016;Annual;Iceland;Percentage;88.6;Passenger cars
2001;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2010;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
1996;Annual;Norway;Percentage;4.5;Trains
2000;Annual;Norway;Percentage;4.5;Trains
2003;Annual;Norway;Percentage;4.1;Trains
2004;Annual;Norway;Percentage;4.3;Trains
1997;Annual;Norway;Percentage;87.6;Passenger cars
2002;Annual;Norway;Percentage;89.0;Passenger cars
2013;Annual;Norway;Percentage;89.8;Passenger cars
2015;Annual;Norway;Percentage;89.4;Passenger cars
1996;Annual;Switzerland;Percentage;13.3;Trains
2002;Annual;Switzerland;Percentage;14.8;Trains
2010;Annual;Switzerland;Percentage;17.6;Trains
2013;Annual;Switzerland;Percentage;19.3;Trains
1995;Annual;Switzerland;Percentage;83.1;Passenger cars
2008;Annual;Switzerland;Percentage;77.8;Passenger cars
2016;Annual;Switzerland;Percentage;74.3;Passenger cars
2003;Annual;Switzerland;Percentage;5.2;Motor coaches, buses and trolley buses
2016;Annual;Switzerland;Percentage;5.9;Motor coaches, buses and trolley buses
2000;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;2.0;Trains
2005;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.7;Trains
2015;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.9;Trains
2005;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;79.2;Passenger cars
2002;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;16.7;Motor coaches, buses and trolley buses
2004;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;19.8;Motor coaches, buses and trolley buses
2008;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;22.1;Motor coaches, buses and trolley buses
2016;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;22.1;Motor coaches, buses and trolley buses
1992;Annual;Turkey;Percentage;4.8;Trains
2001;Annual;Turkey;Percentage;3.4;Trains
2011;Annual;Finland;Percentage;85.1;Passenger cars
2013;Annual;Finland;Percentage;84.9;Passenger cars
2016;Annual;Finland;Percentage;82.5;Passenger cars
2008;Annual;Finland;Percentage;10.1;Motor coaches, buses and trolley buses
2014;Annual;Finland;Percentage;9.8;Motor coaches, buses and trolley buses
2016;Annual;Finland;Percentage;11.9;Motor coaches, buses and trolley buses
1999;Annual;Sweden;Percentage;7.1;Trains
2001;Annual;Sweden;Percentage;7.3;Trains
2008;Annual;Sweden;Percentage;8.7;Trains
1990;Annual;Sweden;Percentage;84.1;Passenger cars
1997;Annual;Sweden;Percentage;83.9;Passenger cars
2010;Annual;Sweden;Percentage;84.0;Passenger cars
2015;Annual;Sweden;Percentage;83.2;Passenger cars
2009;Annual;Sweden;Percentage;6.6;Motor coaches, buses and trolley buses
1990;Annual;United Kingdom;Percentage;5.0;Trains
1998;Annual;United Kingdom;Percentage;5.1;Trains
1999;Annual;United Kingdom;Percentage;5.3;Trains
2007;Annual;United Kingdom;Percentage;6.6;Trains
1991;Annual;United Kingdom;Percentage;88.2;Passenger cars
1994;Annual;United Kingdom;Percentage;89.2;Passenger cars
1996;Annual;United Kingdom;Percentage;89.0;Passenger cars
2001;Annual;United Kingdom;Percentage;88.2;Passenger cars
2002;Annual;United Kingdom;Percentage;89.1;Passenger cars
2009;Annual;United Kingdom;Percentage;87.0;Passenger cars
2015;Annual;United Kingdom;Percentage;85.9;Passenger cars
2001;Annual;United Kingdom;Percentage;6.5;Motor coaches, buses and trolley buses
2008;Annual;United Kingdom;Percentage;5.9;Motor coaches, buses and trolley buses
2010;Annual;United Kingdom;Percentage;6.2;Motor coaches, buses and trolley buses
2013;Annual;United Kingdom;Percentage;5.6;Motor coaches, buses and trolley buses
2016;Annual;United Kingdom;Percentage;4.6;Motor coaches, buses and trolley buses
1997;Annual;Iceland;Percentage;88.6;Passenger cars
2003;Annual;Iceland;Percentage;88.6;Passenger cars
2004;Annual;Iceland;Percentage;88.6;Passenger cars
2007;Annual;Iceland;Percentage;88.6;Passenger cars
2010;Annual;Iceland;Percentage;88.6;Passenger cars
1998;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2005;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2006;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2001;Annual;Norway;Percentage;4.5;Trains
2006;Annual;Norway;Percentage;4.6;Trains
2017;Annual;Norway;Percentage;4.8;Trains
1998;Annual;Norway;Percentage;87.8;Passenger cars
2000;Annual;Norway;Percentage;88.3;Passenger cars
2003;Annual;Norway;Percentage;88.9;Passenger cars
2010;Annual;Norway;Percentage;88.3;Passenger cars
2014;Annual;Norway;Percentage;89.8;Passenger cars
1993;Annual;Switzerland;Percentage;15.2;Trains
1994;Annual;Switzerland;Percentage;15.5;Trains
2011;Annual;Switzerland;Percentage;19.6;Trains
2014;Annual;Switzerland;Percentage;19.6;Trains
1990;Annual;Switzerland;Percentage;82.1;Passenger cars
2004;Annual;Switzerland;Percentage;79.6;Passenger cars
1999;Annual;Switzerland;Percentage;5.0;Motor coaches, buses and trolley buses
2004;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.7;Trains
2013;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.0;Trains
2000;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;84.5;Passenger cars
2002;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;81.3;Passenger cars
2011;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;74.9;Passenger cars
2013;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;79.0;Passenger cars
2016;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;77.0;Passenger cars
2013;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;20.0;Motor coaches, buses and trolley buses
1990;Annual;Turkey;Percentage;5.1;Trains
1998;Annual;Turkey;Percentage;3.7;Trains
2006;Annual;Turkey;Percentage;2.6;Trains
1998;Annual;Turkey;Percentage;40.0;Passenger cars
2003;Annual;Turkey;Percentage;49.2;Passenger cars
2005;Annual;Turkey;Percentage;52.3;Passenger cars
1995;Annual;Turkey;Percentage;59.4;Motor coaches, buses and trolley buses
1996;Annual;Turkey;Percentage;59.4;Motor coaches, buses and trolley buses
1997;Annual;Turkey;Percentage;58.3;Motor coaches, buses and trolley buses
1998;Annual;Turkey;Percentage;56.3;Motor coaches, buses and trolley buses
2006;Annual;Turkey;Percentage;43.4;Motor coaches, buses and trolley buses
2007;Annual;Turkey;Percentage;42.4;Motor coaches, buses and trolley buses
2009;Annual;Turkey;Percentage;40.6;Motor coaches, buses and trolley buses
2013;Annual;Turkey;Percentage;34.9;Motor coaches, buses and trolley buses
2015;Annual;Turkey;Percentage;30.7;Motor coaches, buses and trolley buses
2001;Annual;European Union (28 countries);Percentage;7.0;Trains
2012;Annual;European Union (28 countries);Percentage;7.7;Trains
2013;Annual;European Union (28 countries);Percentage;7.8;Trains
2014;Annual;European Union (28 countries);Percentage;7.8;Trains
2009;Annual;European Union (28 countries);Percentage;83.7;Passenger cars
2010;Annual;European Union (28 countries);Percentage;83.5;Passenger cars
2005;Annual;European Union (28 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2006;Annual;European Union (28 countries);Percentage;9.6;Motor coaches, buses and trolley buses
2008;Annual;European Union (28 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2009;Annual;European Union (28 countries);Percentage;9.2;Motor coaches, buses and trolley buses
2012;Annual;European Union (28 countries);Percentage;9.5;Motor coaches, buses and trolley buses
2015;Annual;European Union (28 countries);Percentage;9.3;Motor coaches, buses and trolley buses
2001;Annual;European Union (27 countries);Percentage;7.1;Trains
2005;Annual;European Union (27 countries);Percentage;6.9;Trains
2007;Annual;European Union (27 countries);Percentage;7.2;Trains
2008;Annual;European Union (27 countries);Percentage;7.4;Trains
2009;Annual;European Union (27 countries);Percentage;7.1;Trains
2015;Annual;European Union (27 countries);Percentage;7.8;Trains
2000;Annual;European Union (27 countries);Percentage;82.4;Passenger cars
2002;Annual;European Union (27 countries);Percentage;83.3;Passenger cars
2006;Annual;European Union (27 countries);Percentage;83.2;Passenger cars
2009;Annual;European Union (27 countries);Percentage;83.6;Passenger cars
2012;Annual;European Union (27 countries);Percentage;82.9;Passenger cars
2013;Annual;European Union (27 countries);Percentage;82.4;Passenger cars
2000;Annual;European Union (27 countries);Percentage;10.4;Motor coaches, buses and trolley buses
2003;Annual;European Union (27 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2008;Annual;Belgium;Percentage;7.5;Trains
2009;Annual;Belgium;Percentage;7.5;Trains
1994;Annual;Belgium;Percentage;82.6;Passenger cars
1998;Annual;Belgium;Percentage;83.1;Passenger cars
2001;Annual;Belgium;Percentage;82.6;Passenger cars
1994;Annual;Belgium;Percentage;11.8;Motor coaches, buses and trolley buses
1998;Annual;Belgium;Percentage;11.0;Motor coaches, buses and trolley buses
1999;Annual;Belgium;Percentage;10.9;Motor coaches, buses and trolley buses
2010;Annual;Belgium;Percentage;12.7;Motor coaches, buses and trolley buses
2012;Annual;Belgium;Percentage;12.9;Motor coaches, buses and trolley buses
1998;Annual;Bulgaria;Percentage;12.2;Trains
2009;Annual;Bulgaria;Percentage;3.7;Trains
2016;Annual;Bulgaria;Percentage;2.2;Trains
1995;Annual;Bulgaria;Percentage;59.6;Passenger cars
1999;Annual;Bulgaria;Percentage;67.9;Passenger cars
2000;Annual;Bulgaria;Percentage;60.8;Passenger cars
2001;Annual;Bulgaria;Percentage;61.5;Passenger cars
2006;Annual;Bulgaria;Percentage;72.6;Passenger cars
2007;Annual;Bulgaria;Percentage;73.8;Passenger cars
2015;Annual;Bulgaria;Percentage;83.1;Passenger cars
2004;Annual;Bulgaria;Percentage;25.0;Motor coaches, buses and trolley buses
2008;Annual;Bulgaria;Percentage;20.8;Motor coaches, buses and trolley buses
1996;Annual;Czech Republic;Percentage;9.8;Trains
2000;Annual;Czech Republic;Percentage;8.3;Trains
2005;Annual;Czech Republic;Percentage;7.3;Trains
2006;Annual;Czech Republic;Percentage;7.5;Trains
2010;Annual;Czech Republic;Percentage;7.5;Trains
2011;Annual;Czech Republic;Percentage;7.6;Trains
2000;Annual;Czech Republic;Percentage;73.1;Passenger cars
2006;Annual;Czech Republic;Percentage;75.2;Passenger cars
2016;Annual;Czech Republic;Percentage;74.0;Passenger cars
1996;Annual;Czech Republic;Percentage;20.1;Motor coaches, buses and trolley buses
1997;Annual;Czech Republic;Percentage;19.0;Motor coaches, buses and trolley buses
2003;Annual;Czech Republic;Percentage;17.2;Motor coaches, buses and trolley buses
2017;Annual;Czech Republic;Percentage;17.4;Motor coaches, buses and trolley buses
2003;Annual;Denmark;Percentage;9.3;Trains
2008;Annual;Denmark;Percentage;9.7;Trains
2012;Annual;Denmark;Percentage;10.2;Trains
2017;Annual;Denmark;Percentage;8.6;Trains
1991;Annual;Denmark;Percentage;82.9;Passenger cars
2003;Annual;Denmark;Percentage;79.1;Passenger cars
2008;Annual;Denmark;Percentage;79.8;Passenger cars
2011;Annual;Denmark;Percentage;80.0;Passenger cars
2016;Annual;Denmark;Percentage;81.4;Passenger cars
1999;Annual;Denmark;Percentage;11.6;Motor coaches, buses and trolley buses
2001;Annual;Denmark;Percentage;11.7;Motor coaches, buses and trolley buses
2007;Annual;Denmark;Percentage;10.7;Motor coaches, buses and trolley buses
2009;Annual;Denmark;Percentage;10.4;Motor coaches, buses and trolley buses
2012;Annual;Denmark;Percentage;9.8;Motor coaches, buses and trolley buses
1994;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.9;Trains
1995;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.4;Trains
1996;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.5;Trains
2004;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.5;Trains
2006;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.8;Trains
2007;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.8;Trains
2009;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.9;Trains
2011;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.5;Trains
1991;Annual;Germany (until 1990 former territory of the FRG);Percentage;84.6;Passenger cars
1994;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.8;Passenger cars
2008;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.6;Passenger cars
2009;Annual;Germany (until 1990 former territory of the FRG);Percentage;86.0;Passenger cars
2010;Annual;Germany (until 1990 former territory of the FRG);Percentage;86.0;Passenger cars
1990;Annual;Germany (until 1990 former territory of the FRG);Percentage;9.1;Motor coaches, buses and trolley buses
1997;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.1;Motor coaches, buses and trolley buses
2004;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.7;Motor coaches, buses and trolley buses
2010;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.0;Motor coaches, buses and trolley buses
2015;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.0;Motor coaches, buses and trolley buses
