Country;Date;Frequency;Measurement;Value;Vehicle Category
Switzerland;1999;Annual;per 1000 inhabitants;64.0;Motorcycles
Switzerland;2013;Annual;per 1000 inhabitants;85.0;Motorcycles
Switzerland;1999;Annual;absolute value;3467000.0;Passenger cars
Switzerland;2003;Annual;absolute value;3754000.0;Passenger cars
Switzerland;2010;Annual;absolute value;4076000.0;Passenger cars
Switzerland;2011;Annual;absolute value;4163000.0;Passenger cars
Switzerland;2014;Annual;absolute value;4384000.0;Passenger cars
Switzerland;2017;Annual;absolute value;4570800.0;Passenger cars
Switzerland;2003;Annual;per 1000 inhabitants;508.0;Passenger cars
Switzerland;2004;Annual;per 1000 inhabitants;512.0;Passenger cars
Switzerland;2007;Annual;per 1000 inhabitants;521.0;Passenger cars
Switzerland;2009;Annual;per 1000 inhabitants;516.0;Passenger cars
Switzerland;2012;Annual;per 1000 inhabitants;532.0;Passenger cars
Switzerland;1993;Annual;absolute value;13557.0;Motor coaches, buses and trolley bus
Switzerland;2011;Annual;absolute value;9300.0;Motor coaches, buses and trolley bus
Switzerland;2013;Annual;absolute value;9400.0;Motor coaches, buses and trolley bus
Switzerland;2004;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Switzerland;2006;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Switzerland;2007;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Switzerland;2010;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Switzerland;2013;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Switzerland;2014;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Switzerland;1995;Annual;absolute value;659.0;Trams
Switzerland;2003;Annual;absolute value;770.0;Trams
Switzerland;2006;Annual;absolute value;760.0;Trams
Tajikistan;1998;Annual;absolute value;5735.0;Mopeds
Tajikistan;1997;Annual;absolute value;47760.0;Motorcycles
Tajikistan;1997;Annual;per 1000 inhabitants;8.0;Motorcycles
Tajikistan;1998;Annual;absolute value;9777.0;Motor coaches, buses and trolley bus
Tajikistan;1999;Annual;absolute value;9242.0;Motor coaches, buses and trolley bus
Tajikistan;1993;Annual;absolute value;0.0;Trams
Tajikistan;1994;Annual;per 1000 inhabitants;0.0;Trams
Tajikistan;1997;Annual;per 1000 inhabitants;0.0;Trams
Tajikistan;1999;Annual;per 1000 inhabitants;0.0;Trams
North Macedonia;1995;Annual;absolute value;2305.0;Motorcycles
North Macedonia;2005;Annual;absolute value;1700.0;Motorcycles
North Macedonia;2003;Annual;per 1000 inhabitants;1.0;Motorcycles
North Macedonia;2008;Annual;per 1000 inhabitants;4.0;Motorcycles
North Macedonia;2000;Annual;absolute value;300000.0;Passenger cars
North Macedonia;2013;Annual;absolute value;346798.0;Passenger cars
North Macedonia;2014;Annual;absolute value;371449.0;Passenger cars
North Macedonia;2017;Annual;absolute value;403316.0;Passenger cars
North Macedonia;2006;Annual;per 1000 inhabitants;119.0;Passenger cars
North Macedonia;2010;Annual;per 1000 inhabitants;151.0;Passenger cars
North Macedonia;2015;Annual;per 1000 inhabitants;185.0;Passenger cars
North Macedonia;2000;Annual;absolute value;2498.0;Motor coaches, buses and trolley bus
North Macedonia;2001;Annual;absolute value;2620.0;Motor coaches, buses and trolley bus
North Macedonia;2008;Annual;absolute value;2270.0;Motor coaches, buses and trolley bus
North Macedonia;2012;Annual;absolute value;2719.0;Motor coaches, buses and trolley bus
North Macedonia;2001;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
North Macedonia;2008;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
North Macedonia;2016;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Turkey;2005;Annual;per 1000 inhabitants;9.0;Mopeds
Turkey;2012;Annual;per 1000 inhabitants;8.0;Mopeds
Turkey;2014;Annual;per 1000 inhabitants;7.0;Mopeds
Turkey;2015;Annual;per 1000 inhabitants;7.0;Mopeds
Turkey;2017;Annual;per 1000 inhabitants;7.0;Mopeds
Turkey;1993;Annual;absolute value;743320.0;Motorcycles
Turkey;2005;Annual;absolute value;1441000.0;Motorcycles
Turkey;2008;Annual;absolute value;2181000.0;Motorcycles
Turkey;2009;Annual;absolute value;2303000.0;Motorcycles
Turkey;2010;Annual;absolute value;1773754.0;Motorcycles
Turkey;2011;Annual;absolute value;1845100.0;Motorcycles
Turkey;2014;Annual;absolute value;2303040.0;Motorcycles
Turkey;2016;Annual;absolute value;2487708.0;Motorcycles
Turkey;2017;Annual;absolute value;2575117.0;Motorcycles
Turkey;1998;Annual;per 1000 inhabitants;14.0;Motorcycles
Turkey;2001;Annual;per 1000 inhabitants;16.0;Motorcycles
Turkey;2007;Annual;per 1000 inhabitants;29.0;Motorcycles
Turkey;2008;Annual;per 1000 inhabitants;31.0;Motorcycles
Turkey;2010;Annual;per 1000 inhabitants;24.0;Motorcycles
Turkey;1993;Annual;absolute value;2619852.0;Passenger cars
Turkey;1994;Annual;absolute value;2861640.0;Passenger cars
Turkey;1996;Annual;absolute value;3274156.0;Passenger cars
Turkey;2001;Annual;absolute value;4534800.0;Passenger cars
Turkey;2002;Annual;absolute value;4600140.0;Passenger cars
Turkey;2006;Annual;absolute value;6141000.0;Passenger cars
Turkey;2008;Annual;absolute value;6797000.0;Passenger cars
Turkey;2017;Annual;absolute value;12035978.0;Passenger cars
Turkey;1993;Annual;per 1000 inhabitants;44.0;Passenger cars
Turkey;1996;Annual;per 1000 inhabitants;52.0;Passenger cars
Turkey;2010;Annual;per 1000 inhabitants;103.0;Passenger cars
Turkey;2011;Annual;per 1000 inhabitants;109.0;Passenger cars
Turkey;2012;Annual;per 1000 inhabitants;115.0;Passenger cars
Turkey;2014;Annual;per 1000 inhabitants;128.0;Passenger cars
Turkey;2015;Annual;per 1000 inhabitants;135.0;Passenger cars
Turkey;2016;Annual;per 1000 inhabitants;143.0;Passenger cars
Turkey;1993;Annual;absolute value;244154.0;Motor coaches, buses and trolley bus
Turkey;1997;Annual;absolute value;298953.0;Motor coaches, buses and trolley bus
Turkey;2017;Annual;absolute value;700503.0;Motor coaches, buses and trolley bus
Turkey;2009;Annual;per 1000 inhabitants;8.0;Motor coaches, buses and trolley bus
Turkmenistan;2008;Annual;absolute value;117282.0;Motorcycles
Turkmenistan;1993;Annual;absolute value;0.0;Trams
Turkmenistan;1997;Annual;absolute value;0.0;Trams
Turkmenistan;1995;Annual;per 1000 inhabitants;0.0;Trams
Ukraine;2005;Annual;absolute value;41498.0;Mopeds
Ukraine;2002;Annual;per 1000 inhabitants;1.0;Mopeds
Ukraine;2006;Annual;per 1000 inhabitants;1.0;Mopeds
Ukraine;2011;Annual;per 1000 inhabitants;4.0;Mopeds
Ukraine;2005;Annual;absolute value;982556.0;Motorcycles
Ukraine;2007;Annual;absolute value;680765.0;Motorcycles
Ukraine;1996;Annual;per 1000 inhabitants;55.0;Motorcycles
Ukraine;2003;Annual;per 1000 inhabitants;27.0;Motorcycles
Ukraine;2010;Annual;per 1000 inhabitants;10.0;Motorcycles
Ukraine;1993;Annual;absolute value;4235700.0;Passenger cars
Ukraine;1997;Annual;absolute value;5024011.0;Passenger cars
Ukraine;2005;Annual;absolute value;5538972.0;Passenger cars
Ukraine;2008;Annual;absolute value;6393903.0;Passenger cars
Ukraine;2009;Annual;absolute value;6699057.0;Passenger cars
Ukraine;2009;Annual;per 1000 inhabitants;145.0;Passenger cars
Ukraine;2005;Annual;absolute value;167889.0;Motor coaches, buses and trolley bus
Ukraine;2007;Annual;absolute value;185503.0;Motor coaches, buses and trolley bus
Ukraine;2011;Annual;absolute value;253446.0;Motor coaches, buses and trolley bus
Ukraine;2014;Annual;absolute value;3032.0;Motor coaches, buses and trolley bus
Ukraine;2011;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Ukraine;2005;Annual;absolute value;2905.0;Trams
Ukraine;2008;Annual;absolute value;2736.0;Trams
Ukraine;2011;Annual;absolute value;2412.0;Trams
Ukraine;2013;Annual;absolute value;2277.0;Trams
Ukraine;2014;Annual;absolute value;2201.0;Trams
Ukraine;1995;Annual;per 1000 inhabitants;0.0;Trams
Ukraine;2012;Annual;per 1000 inhabitants;0.0;Trams
United Kingdom;1996;Annual;absolute value;107000.0;Mopeds
United Kingdom;1998;Annual;absolute value;96000.0;Mopeds
United Kingdom;2003;Annual;absolute value;133000.0;Mopeds
United Kingdom;2007;Annual;absolute value;91000.0;Mopeds
United Kingdom;2012;Annual;absolute value;79000.0;Mopeds
United Kingdom;2012;Annual;per 1000 inhabitants;1.0;Mopeds
United Kingdom;1996;Annual;absolute value;672000.0;Motorcycles
United Kingdom;1997;Annual;absolute value;758000.0;Motorcycles
United Kingdom;2000;Annual;absolute value;968000.0;Motorcycles
United Kingdom;2005;Annual;absolute value;1106000.0;Motorcycles
United Kingdom;2011;Annual;absolute value;1158000.0;Motorcycles
United Kingdom;2017;Annual;absolute value;1180469.0;Motorcycles
United Kingdom;1996;Annual;per 1000 inhabitants;12.0;Motorcycles
United Kingdom;2017;Annual;per 1000 inhabitants;18.0;Motorcycles
United Kingdom;1997;Annual;absolute value;23450000.0;Passenger cars
United Kingdom;2004;Annual;absolute value;27765100.0;Passenger cars
United Kingdom;2005;Annual;absolute value;28285000.0;Passenger cars
United Kingdom;1996;Annual;per 1000 inhabitants;392.0;Passenger cars
United Kingdom;2001;Annual;per 1000 inhabitants;436.0;Passenger cars
United Kingdom;2002;Annual;per 1000 inhabitants;446.0;Passenger cars
United Kingdom;2006;Annual;per 1000 inhabitants;458.0;Passenger cars
United Kingdom;2007;Annual;per 1000 inhabitants;460.0;Passenger cars
United Kingdom;2016;Annual;per 1000 inhabitants;470.0;Passenger cars
United Kingdom;1994;Annual;absolute value;158360.0;Motor coaches, buses and trolley bus
United Kingdom;1995;Annual;absolute value;158000.0;Motor coaches, buses and trolley bus
United Kingdom;2000;Annual;absolute value;177793.0;Motor coaches, buses and trolley bus
United Kingdom;1995;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United Kingdom;1997;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United Kingdom;2001;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United Kingdom;2008;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United Kingdom;2011;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United Kingdom;1993;Annual;absolute value;85.0;Trams
United Kingdom;2011;Annual;absolute value;406.0;Trams
United States;1995;Annual;absolute value;3897000.0;Motorcycles
United States;2009;Annual;absolute value;7929724.0;Motorcycles
United States;2010;Annual;absolute value;8009503.0;Motorcycles
United States;2015;Annual;absolute value;8600936.0;Motorcycles
United States;1993;Annual;per 1000 inhabitants;15.0;Motorcycles
United States;1996;Annual;absolute value;198862000.0;Passenger cars
United States;1997;Annual;absolute value;199973000.0;Passenger cars
United States;2002;Annual;absolute value;220931982.0;Passenger cars
United States;2005;Annual;absolute value;231905000.0;Passenger cars
United States;2011;Annual;absolute value;125656528.0;Passenger cars
United States;2014;Annual;absolute value;113898845.0;Passenger cars
United States;2016;Annual;absolute value;112961266.0;Passenger cars
United States;1994;Annual;per 1000 inhabitants;725.0;Passenger cars
United States;2001;Annual;per 1000 inhabitants;776.0;Passenger cars
United States;2002;Annual;per 1000 inhabitants;766.0;Passenger cars
United States;2004;Annual;per 1000 inhabitants;778.0;Passenger cars
United States;2014;Annual;per 1000 inhabitants;357.0;Passenger cars
United States;1995;Annual;absolute value;685500.0;Motor coaches, buses and trolley bus
United States;1999;Annual;absolute value;728777.0;Motor coaches, buses and trolley bus
United States;2004;Annual;absolute value;795274.0;Motor coaches, buses and trolley bus
United States;2005;Annual;absolute value;807053.0;Motor coaches, buses and trolley bus
United States;1994;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;1996;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;1999;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2010;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2011;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
United States;2012;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
United States;2000;Annual;absolute value;1577.0;Trams
United States;2002;Annual;absolute value;1445.0;Trams
United States;1995;Annual;per 1000 inhabitants;0.0;Trams
United States;1997;Annual;per 1000 inhabitants;0.0;Trams
United States;2001;Annual;per 1000 inhabitants;0.0;Trams
Uzbekistan;1993;Annual;absolute value;861000.0;Passenger cars
Uzbekistan;2016;Annual;absolute value;2057331.0;Passenger cars
Uzbekistan;1993;Annual;per 1000 inhabitants;39.0;Passenger cars
Uzbekistan;2013;Annual;per 1000 inhabitants;59.0;Passenger cars
Uzbekistan;2015;Annual;per 1000 inhabitants;64.0;Passenger cars
Uzbekistan;2012;Annual;absolute value;108.0;Trams
Uzbekistan;1994;Annual;per 1000 inhabitants;0.0;Trams
Uzbekistan;2012;Annual;per 1000 inhabitants;0.0;Trams
Uzbekistan;2016;Annual;per 1000 inhabitants;0.0;Trams
Uzbekistan;2018;Annual;per 1000 inhabitants;0.0;Trams
Azerbaijan;2015;Annual;absolute value;11063.0;Special purpose vehicles
Austria;2013;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Austria;2016;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Austria;2017;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Belgium;2016;Annual;absolute value;69538.0;Special purpose vehicles
Croatia;2014;Annual;absolute value;11257.0;Special purpose vehicles
Croatia;2017;Annual;per 1000 inhabitants;3.0;Special purpose vehicles
Cyprus;2012;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Cyprus;2016;Annual;per 1000 inhabitants;4.0;Special purpose vehicles
Bulgaria;2014;Annual;absolute value;35228.0;Special purpose vehicles
Denmark;2017;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
France;2015;Annual;absolute value;486904.0;Special purpose vehicles
Czechia;2012;Annual;per 1000 inhabitants;3.0;Special purpose vehicles
Georgia;2013;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Hungary;2015;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Germany;2013;Annual;absolute value;272877.0;Special purpose vehicles
Germany;2017;Annual;absolute value;296377.0;Special purpose vehicles
Germany;2015;Annual;per 1000 inhabitants;3.0;Special purpose vehicles
Greece;2015;Annual;absolute value;21288.0;Special purpose vehicles
Hungary;2015;Annual;absolute value;12285.0;Special purpose vehicles
Hungary;2016;Annual;absolute value;11884.0;Special purpose vehicles
Latvia;2017;Annual;absolute value;4759.0;Special purpose vehicles
Luxembourg;2017;Annual;absolute value;3277.0;Special purpose vehicles
Luxembourg;2015;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Ireland;2017;Annual;absolute value;66139.0;Special purpose vehicles
Malta;2013;Annual;per 1000 inhabitants;7.0;Special purpose vehicles
Montenegro;2016;Annual;absolute value;751.0;Special purpose vehicles
Italy;2016;Annual;absolute value;707291.0;Special purpose vehicles
Montenegro;2016;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Latvia;2018;Annual;per 1000 inhabitants;3.0;Special purpose vehicles
Liechtenstein;2016;Annual;per 1000 inhabitants;18.0;Special purpose vehicles
Poland;2017;Annual;absolute value;191134.0;Special purpose vehicles
Lithuania;2017;Annual;absolute value;10258.0;Special purpose vehicles
Lithuania;2015;Annual;per 1000 inhabitants;4.0;Special purpose vehicles
Norway;2016;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Portugal;2014;Annual;absolute value;32321.0;Special purpose vehicles
Portugal;2014;Annual;per 1000 inhabitants;3.0;Special purpose vehicles
Romania;2010;Annual;absolute value;30701.0;Special purpose vehicles
Romania;2013;Annual;absolute value;32952.0;Special purpose vehicles
Romania;2017;Annual;absolute value;39210.0;Special purpose vehicles
Romania;2008;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Romania;2009;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Romania;2015;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Sweden;2014;Annual;absolute value;19282.0;Special purpose vehicles
Slovenia;2013;Annual;absolute value;13749.0;Special purpose vehicles
Slovenia;2015;Annual;absolute value;15131.0;Special purpose vehicles
Slovenia;2017;Annual;absolute value;17201.0;Special purpose vehicles
Switzerland;2014;Annual;absolute value;100.0;Special purpose vehicles
Slovenia;2016;Annual;per 1000 inhabitants;8.0;Special purpose vehicles
Switzerland;2016;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Turkey;2012;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Turkey;2015;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Turkey;2011;Annual;absolute value;34116.0;Special purpose vehicles
Turkey;2012;Annual;absolute value;33071.0;Special purpose vehicles
Turkey;2015;Annual;absolute value;45732.0;Special purpose vehicles
Turkey;2016;Annual;absolute value;50818.0;Special purpose vehicles
Uzbekistan;2018;Annual;absolute value;4321.0;Special purpose vehicles
Uzbekistan;2014;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Albania;2005;Annual;absolute value;7170.0;Motorcycles
Albania;1997;Annual;per 1000 inhabitants;1.0;Motorcycles
Albania;1998;Annual;per 1000 inhabitants;1.0;Motorcycles
Albania;1999;Annual;per 1000 inhabitants;1.0;Motorcycles
Albania;2002;Annual;per 1000 inhabitants;1.0;Motorcycles
Albania;2007;Annual;per 1000 inhabitants;5.0;Motorcycles
Albania;2001;Annual;absolute value;134000.0;Passenger cars
Albania;2002;Annual;absolute value;149000.0;Passenger cars
Albania;2005;Annual;absolute value;195125.0;Passenger cars
Albania;2006;Annual;absolute value;225114.0;Passenger cars
Albania;1997;Annual;per 1000 inhabitants;28.0;Passenger cars
Albania;2010;Annual;per 1000 inhabitants;101.0;Passenger cars
